Year,Classifier 1,Classifier 2,Classifier 3,Classifier 4,Classifier 5,Classifier 6,Classifier 7,Classifier 8,Classifier 9,Classifier 10
1929.25,0,0,0,0,0,0,0,0,0,0
1929.33333333333,0,0,0,0,0,0,0,0,0,0.00015973228749937
1929.41666666667,0,0,0,0,0,0,0,0,0,0.000125276925804973
1929.5,0,0,0,0,0,0,0,0,0,0
1929.58333333333,0,0,0,0,0,0,0,0,0,0.000136787175182396
1929.66666666667,0,0,0,0,0,0,0,0,0,0
1929.75,0,0,0,0,0,0,0,0,0,3.26583142983949e-05
1929.83333333333,0,0,0,0,0,0,0,0,0,0.000325850405432759
1929.91666666667,0,0,0,0,0,0,0,0,0,0.000369064408145947
1930,0,0,0,0.000428231182812544,0.000428231182812544,0.00131459990636684,0.000218848797198357,0,0.000150796364737249,0.000545218449458251
1930.08333333333,0.00232468730000002,0.00941660731573779,0.00335661511803997,0.0072189956742188,0.0072189956742188,0.0213159413294126,0.00790381234308102,0.00386465721585039,0.00550259330357961,0.00595015942205375
1930.16666666667,0.00671260098000004,0.0266487427359556,0.0096145994314627,0.00892362581391604,0.00892362581391604,0.0297661712620603,0.0126196197009476,0.00746853783277401,0.00862712054099224,0.0061522182355036
1930.25,0.00666461194000001,0.0301452617110254,0.0128426978459768,0.00708353250695803,0.00708353250695803,0.0315657247494014,0.0136526117492861,0.00829874027011857,0.00931753339180819,0.00870923510328372
1930.33333333333,0.00605454023999996,0.0313230284070287,0.0142132533474444,0.00582222270347899,0.00582222270347899,0.0336624195570958,0.0141679611078527,0.00884987120908287,0.00964485739508492,0.00773691692975527
1930.41666666667,0.00424135566000006,0.0332645378550274,0.0147261364308391,0.0039252877017395,0.0039252877017395,0.034223582850297,0.0124464315174084,0.00817128593635807,0.0084220825570509,0.00606465837975632
1930.5,0.00301018322000002,0.0318077873528131,0.0145359152466196,0.0035717495008698,0.0035717495008698,0.0298624089942703,0.0111871235866443,0.00757215937545064,0.00752292849423053,0.00684740143215317
1930.58333333333,0.0024404362999999,0.0304930493446294,0.0135031882973211,0.00298322705043486,0.00298322705043486,0.0255043144652045,0.00856618729568948,0.00620407532281553,0.00571850877653834,0.0057624269575542
1930.66666666667,0.00214768292,0.0238138725916333,0.0122315542994553,0.00304018652521743,0.00304018652521743,0.0195426146523245,0.00758148573803363,0.00554495269597088,0.00503390522592306,0.00646457462766568
1930.75,0.00231412255999996,0.018926959066458,0.0098502877801212,0.00295036871260879,0.00295036871260879,0.0176643360002937,0.00676482810020373,0.00496816312717963,0.00446927145555387,0.00637113601701742
1930.83333333333,0.00206991619999997,0.0155790369802133,0.00768426591184679,0.00247377410630434,0.00247377410630434,0.014900449387409,0.00609987118684963,0.00448021236902563,0.00401822711333222,0.0067867486832955
1930.91666666667,0.00187636208000008,0.0136052148730703,0.00655685124232619,0.00195035405315214,0.00195035405315214,0.0141081077027487,0.00552381786191836,0.00404821420831802,0.00362702366799939,0.00669191587968043
1931,0.00151234174000003,0.0128956406392466,0.00558040178820729,0.00161369917657606,0.00161369917657606,0.0122769138338439,0.00470390085916561,0.00351192118582266,0.00308044252079964,0.00498577049339746
1931.08333333333,0.000962066060000044,0.0106319900653646,0.00500220895629422,0.000861435838288016,0.000861435838288016,0.00949228362208965,0.00337882474573248,0.00272773316007591,0.00220744995247979,0.00313774981393915
1931.16666666667,0.000480470620000006,0.0083828174023175,0.00390128045661609,0.000225319069144025,0.000225319069144025,0.00628393514470282,0.00253094594660008,0.002154458762053,0.00165119737148778,0.00195914774096622
1931.25,0.000256619359999988,0.00625330120465284,0.00326889296666866,0.000266498384572045,0.000266498384572045,0.00555489651700558,0.00186216233737801,0.00167377882343711,0.00121159534289272,0.000976314003095169
1931.33333333333,0,0.00491981259414942,0.00255518289796242,0,0,0.005348669178868,0.00169237061548211,0.00144928317640591,0.00109714120573556,7.53880978148435e-05
1931.41666666667,0,0.00473283880913078,0.00215822311148206,0,0,0.00567236169998386,0.00213823094950705,0.0015573348734842,0.00138206692344145,0.000148303457433019
1931.5,0,0.00554515450825122,0.0021042156112685,0.00065734193923328,0.00065734193923328,0.00117306371676817,0.000121092903582531,0.00147207413143891,9.98872521403849e-05,0.000105079253012974
