Year,Classifier 1,Classifier 2,Classifier 3,Classifier 4,Classifier 5,Classifier 6,Classifier 7,Classifier 8,Classifier 9,Classifier 10,Classifier 11
1929.25,0,0,0,0,0,0,0,0,0,0,0
1929.33333333333,0,0,0,0,0,0,0,0,0,0,0
1929.41666666667,0,0,0,0,0,0,0,0,0,0,0
1929.5,0,0,0,0,0,0,0,0,0,0,0
1929.58333333333,0,0,0,0,0,0,0,0,0,0,0
1929.66666666667,0,0,0,0,0,0,0,0,0,0,0
1929.75,0,0,0,0,0,0,0,0,0,0,0
1929.83333333333,0,0,0,0,0,0,0,0,0,0,0
1929.91666666667,0,0,0,0,0,0,0,0,0,0,0
1930,0,0,0.163782065575908,0.158604141782424,0.171292473125018,0.307655820463523,0.187799986623835,0.0810551100734654,0.0810551100734654,0,0.0793665077564468
1930.08333333333,1.01073360869566,1.12102468044498,2.72527289785037,2.67370210156252,2.88759826968752,3.08118606190334,3.04513447563037,2.92733790484482,2.92733790484482,2.76046943989313,2.89610173872611
1930.16666666667,2.91852216521741,3.17246937332805,3.44334336717422,3.30504659774668,3.56945032556641,3.45359000584741,4.25231018029432,4.67393322257319,4.67393322257319,5.33466988055287,4.54058975841697
1930.25,2.8976573652174,3.58872163226493,2.75150252596267,2.62353055813261,2.83341300278321,3.55695728620316,4.50938924991449,5.05652287010597,5.05652287010597,5.92767162151326,4.90396494305694
1930.33333333333,2.63240879999998,3.7289319532177,2.2754838911052,2.15637877906629,2.32888908139159,3.76635544332114,4.80891707958512,5.4416693594997,5.4416693594997,6.4917170330426,5.26832119068297
1930.41666666667,1.84406767826089,3.9600640303604,1.54701054091345,1.45381025990352,1.5701150806958,3.99901252435613,4.88908326432815,5.62453561037864,5.81881196696994,6.8553272659869,5.6236524550481
1930.5,1.30877531304349,3.78664135152537,1.41566632510292,1.32287018550733,1.42869980034792,4.32579973197279,4.2660584277529,5.05347603894296,6.06822219842959,6.4169712147623,5.8476920835552
1930.58333333333,1.06105926086952,3.63012492197969,1.18744553922292,1.10489890756846,1.19329082017394,4.0982353168859,3.64347349502922,4.41512370623225,5.32522063901066,5.81913290747653,5.10260405013311
1930.66666666667,0.933775182608698,2.83498483233729,1.2144679597917,1.12599500933979,1.21607461008697,3.32684870930012,2.79180209318922,3.5103072064767,4.75276895134248,4.88361109237643,4.52745421955357
1930.75,1.00614024347825,2.25320941267357,1.18302797439641,1.09272915281807,1.18014748504351,2.89779758147733,2.52347657147053,3.11549439209191,3.81784391781542,4.37541584323496,3.60899787910055
1930.83333333333,0.899963565217377,1.85464725954921,0.994543001802362,0.91621263196457,0.989509642521735,1.94595196986427,2.12863562677271,2.64180119821783,3.25180370134539,3.79315343312156,3.06045441167086
1930.91666666667,0.815809600000036,1.61966843727028,0.787042540572398,0.72235335301931,0.780141621260855,1.81580543673554,2.01544395753553,2.4310049567709,2.81359460430368,3.45562698889936,2.63669125752883
1931,0.657539886956536,1.53519531419603,0.652307192300069,0.597666361694835,0.645479670630422,1.52791288094709,1.75384483340627,2.11932811086491,2.50447460025864,3.04250582080104,2.34097304925413
1931.08333333333,0.418289591304367,1.2657131030196,0.348749527355752,0.319050310477043,0.344574335315206,1.31167639843806,1.35604051744138,1.69510316054446,2.0722457680147,2.52871923170361,1.93326711376302
1931.16666666667,0.20890026956522,0.997954452656845,0.0913585527284015,0.0834515070903798,0.0901276276576102,1.05148483928495,0.897705020671832,1.20913198769735,1.65281857574831,1.94934675504965,1.53898026825779
1931.25,0.111573634782603,0.744440619601529,0.108199292820442,0.0987031053970536,0.106599353828818,0.944613724291778,0.793556645286511,1.02733499969468,1.29907959976237,1.64768502139185,1.20569992937577
1931.33333333333,0,0.585691975493979,0,0,0,0.89236350102173,0.764095596981143,0.934340642998754,1.27198588810898,1.44993761497427,1.1766991576254
1931.41666666667,0,0.563433191563188,0,0,0,1.06624260522286,0.81033738571198,0.928246697959796,1.23578340929851,1.35684753762482,1.13843425247001
1931.5,0,0.660137441458478,0.209822065431479,0.243459977493807,0.262936775693312,0.867340722759676,0.167580530966882,0.940464473457282,1.07677378271076,1.30695681919456,0.988913183060935
