Year,Classifier 1,Classifier 2,Classifier 3,Classifier 4,Classifier 5,Classifier 6,Classifier 7,Classifier 8,Classifier 9,Classifier 10
1929.25,0,0,0,0,0,0,0,0,0,0
1929.33333333333,0,0,0.236667918893541,0.154136435856815,0.321228407152824,0.338097026990772,0.353181289796827,0,0.356603788041614,0.38604813751294
1929.41666666667,0,0,0.186317619870113,0.121802377868381,0.253524023797221,0.266168028385876,0.278392516603518,0,0.281797026763287,0.305064671174935
1929.5,0,0,0,0,0,0,0,0,0,0
1929.58333333333,0,0,0.20410134356319,0.133864502599702,0.278327549808742,0.291573347947414,0.305296664135462,0,0.309703467878971,0.335275313850629
1929.66666666667,0,0,0,0,0,0,0,0,0,0
1929.75,0,0,0.0486135015046685,0.0318081688856979,0.066187415089762,0.0694478592923835,0.072658631878854,0,0.0735900856423351,0.0796663312458306
1929.83333333333,0,0,0.374227642462022,0.245789008216151,0.510799842602471,0.534610917802888,0.560033845770677,0,0.741335080851831,0.802546234316661
1929.91666666667,0,0,0.395859585297642,0.261804268393972,0.542827708660733,0.565513693282346,0.593775863393768,0,0.855619123427555,0.926266573985793
1930,0,0,0.732776156168025,0.489619956469731,1.01171877256287,1.04682308024003,1.10290032696258,0,1.29648692954997,1.40353630905409
1930.08333333333,0.462665955371921,1.13096122424247,1.57368041922686,2.02166535341619,1.75925392885135,1.82275676022172,2.36433914585067,3.19831406821725,2.47771773758568,2.68229993610193
1930.16666666667,1.20553400530304,1.8158996776094,2.62418193614188,3.75858801000688,2.72710610916004,2.84608538185083,3.53849279895131,8.16393650890557,3.19376292541284,3.45746812108913
1930.25,1.40064276205236,1.60789374074081,3.04094638289728,4.30506533059946,3.12415280673192,3.28344994226055,4.05240770448009,9.2016289642548,4.00294185565435,4.3334599905249
1930.33333333333,1.40908450757578,1.83653505555554,2.85737645526385,3.97090558281291,2.91499512020469,3.08392477921766,3.79620370185844,8.90552533901068,3.6678288716172,3.97067712707183
1930.41666666667,1.82383059090907,2.62171749999997,3.8454327503427,5.10093243470872,3.99253162970333,4.22499403895642,5.31114538550719,11.0525288445675,3.50510474353273,3.79451706180607
1930.5,3.03065885227272,4.78655969444445,5.30551733768264,7.28156966501549,5.12763191153588,5.57499908553636,6.57827078379668,17.2888702688138,4.35784902616871,4.71767142282484
1930.58333333333,4.98211288257575,7.39193846296294,6.56535656724768,9.06949855624053,5.80025978241538,6.6041374860375,7.20478828194592,26.1910059062702,4.31122003945959,4.6671923362957
1930.66666666667,6.80800670075759,9.2498556944445,7.01136981837556,9.22843626797188,5.9507973736179,7.01207601858843,7.46723629771095,32.3450539126025,4.15438346267304,4.49740595041668
1930.75,8.34027224621215,11.137476462963,6.898694890542,8.73505386418186,5.48573959208662,6.77966098799091,6.87553066479784,35.3018797589217,3.86621211508184,4.18544063834548
1930.83333333333,10.1633509545454,13.7062703148147,6.72014682586928,8.06462556743245,5.19719868542059,6.61487477940519,6.6310239386159,38.1178062677251,3.92458487196986,4.24863316415086
1930.91666666667,11.6343827613636,14.7333319907408,6.06681260188252,6.9492420215121,4.56937029476294,5.97411680426431,5.91562308171157,38.8659023686093,3.62464482666537,3.92392742703223
1931,11.2014946515152,12.6480993796296,4.66875383419056,5.12768741712771,3.51241823151294,4.63629632277795,4.63035673249051,33.7749257486873,2.53822888852239,2.74780742060222
1931.08333333333,9.75308251136362,11.1927689814814,4.18151637209316,4.48528341321978,3.02932126361327,4.11695582207651,4.00045438604246,26.9220395228195,1.59410023000131,1.72572318477206
1931.16666666667,8.52101068939394,9.63636825925929,3.36544292370278,3.52874520771539,2.38331898090246,3.30285746442443,3.1629263746068,21.9822644929364,0.93951173047502,1.01708609354176
1931.25,7.55886965530301,8.84086867592584,2.29513219871799,2.36012002057927,1.62127636382945,2.25926443692546,2.16827209208411,18.4467088348704,0.448474568283838,0.485504578509109
1931.33333333333,7.13454092424242,8.59912025000008,1.37122801732018,1.35969888926601,1.10946876587639,1.42505269961611,1.53968739607133,16.6146528055403,0.260980426286562,0.282529268823984
1931.41666666667,6.79185748106063,8.00319803703702,0.77871238850501,0.747745401333643,0.722620111043256,0.85672205960674,1.03094884158936,15.1872098083847,0.518140030666915,0.560922235033908
1931.5,5.84153631060604,6.27611294444441,0.194084882120771,0.162990604140899,0.286367113881436,0.267129203895853,0.304757801690274,12.6244654429775,0.370997262838441,0.401630064357212
1931.58333333333,4.34310030681819,4.34035447222228,0.252461616712507,0.207259038285498,0.399856953861796,0.360659452446439,0.406978060263773,9.1349438510922,0.544654860003702,0.589626362205843
1931.66666666667,2.95060363257579,2.87223218518521,0.328086951316209,0.271108093692571,0.521901362968074,0.468695644737441,0.530041214170114,6.08668246827593,0.983137625558066,1.06431412675093
1931.75,1.84340116666666,1.63385955555552,0.476867215669763,0.409795289404962,0.703407286059335,0.651740044943061,0.749970090663307,3.75587710654907,1.40405343373661,1.5199844512011
1931.83333333333,0.756430280302993,0.215192240740686,0.817042496163306,0.775443014425319,0.865315339890533,0.946508326143942,1.15593606022645,1.53150281161069,1.22764780165474,1.32901321647026
1931.91666666667,0.209688867424219,0.297380546296294,1.41657173880782,1.38790526685769,1.26495934292924,1.52500839182864,1.77703967783647,0.422889208006316,1.18132846398228,1.27886934632944
1932,0.74724902272727,1.52922817592592,1.40234521474062,1.36093864202027,1.30347735456078,1.53399950686109,1.84249439738301,1.5017424657256,1.08275780887915,1.17215982979578
