Year,Classifier 1,Classifier 2,Classifier 3,Classifier 4,Classifier 5,Classifier 6,Classifier 7,Classifier 8,Classifier 9,Classifier 10,Classifier 11
1929.25,0,0,0,0,0,0,0,0,0,0,0
1929.33333333333,0,0,0,0,0,0,0,0,0,0,0
1929.41666666667,0,0,0,0,0,0,0,0,0,0,0
1929.5,0,0,0,0,0,0,0,0,0,0,0
1929.58333333333,0,0,0,0,0,0,0,0,0,0,0
1929.66666666667,0,0,0,0,0,0,0,0,0,0,0
1929.75,0,0,0,0,0,0,0,0,0,0,0
1929.83333333333,0,0,0,0,0,0,0,0,0,0,0
1929.91666666667,0,0,0,0,0,0,0,0,0,0,0
1930,0,0,0.000622371849188452,0.000428231182812544,0.000428231182812544,0.00436871265058203,0.00131459990636684,0.000218848797198357,0.000218848797198357,0,0.000150796364737249
1930.08333333333,0.00232468730000002,0.00941660731573779,0.0103560370118314,0.0072189956742188,0.0072189956742188,0.0437528420790274,0.0213159413294126,0.00790381234308102,0.00790381234308102,0.00386465721585039,0.00550259330357961
1930.16666666667,0.00671260098000004,0.0266487427359556,0.013084704795262,0.00892362581391604,0.00892362581391604,0.0490409780830332,0.0297661712620603,0.0126196197009476,0.0126196197009476,0.00746853783277401,0.00862712054099224
1930.25,0.00666461194000001,0.0301452617110254,0.0104557095986582,0.00708353250695803,0.00708353250695803,0.0505087934640849,0.0315657247494014,0.0136526117492861,0.0136526117492861,0.00829874027011857,0.00931753339180819
1930.33333333333,0.00605454023999996,0.0313230284070287,0.00864683878619976,0.00582222270347899,0.00582222270347899,0.0534822472951602,0.0336624195570958,0.0146925072706492,0.0146925072706492,0.00908840384625964,0.0100098102622976
1930.41666666667,0.00424135566000006,0.0332645378550274,0.00587864005547112,0.0039252877017395,0.0039252877017395,0.056785977845857,0.034223582850297,0.0151862461480223,0.0157107923108188,0.00959745817238167,0.0106849396645914
1930.5,0.00301018322000002,0.0318077873528131,0.0053795320353911,0.0035717495008698,0.0035717495008698,0.0614263561940136,0.0298624089942703,0.013644385305146,0.0163841999357599,0.00898375970066723,0.0111106149587549
1930.58333333333,0.0024404362999999,0.0304930493446294,0.0045122930490471,0.00298322705043486,0.00298322705043486,0.0581949414997798,0.0255043144652045,0.0119208340068271,0.0143780957253288,0.00814678607046715,0.00969494769525292
1930.66666666667,0.00214768292,0.0238138725916333,0.00461497824720847,0.00304018652521743,0.00304018652521743,0.0472412516720617,0.0195426146523245,0.0094778294574871,0.0128324761686247,0.00683705552932701,0.00860216301715178
1930.75,0.00231412255999996,0.018926959066458,0.00449550630270634,0.00295036871260879,0.00295036871260879,0.041148725656978,0.0176643360002937,0.00841183485864816,0.0103081785781016,0.00612558218052894,0.00685709597029105
1930.83333333333,0.00206991619999997,0.0155790369802133,0.00377926340684898,0.00247377410630434,0.00247377410630434,0.0276325179720727,0.014900449387409,0.00713286323518814,0.00877986999363256,0.00531041480637018,0.00581486338217463
1930.91666666667,0.00187636208000008,0.0136052148730703,0.00299076165417511,0.00195035405315214,0.00195035405315214,0.0257844372016447,0.0141081077027487,0.00656371338328143,0.00759670543161994,0.0048378777844591,0.00500971338930478
1931,0.00151234174000003,0.0128956406392466,0.00247876733074026,0.00161369917657606,0.00161369917657606,0.0216963629094487,0.0122769138338439,0.00572218589933526,0.00676208142069834,0.00425950814912146,0.00444784879358284
1931.08333333333,0.000962066060000044,0.0106319900653646,0.00132524820395186,0.000861435838288016,0.000861435838288016,0.0186258048578205,0.00949228362208965,0.00457677853347005,0.0055950635736397,0.00354020692438506,0.00367320751614975
1931.16666666667,0.000480470620000006,0.0083828174023175,0.000347162500367926,0.000225319069144025,0.000225319069144025,0.0149310847178463,0.00628393514470282,0.00326465636678286,0.00446261015452043,0.00272908545706951,0.0029240625096898
1931.25,0.000256619359999988,0.00625330120465284,0.00041115731271768,0.000266498384572045,0.000266498384572045,0.0134135148849432,0.00555489651700558,0.00277380449917564,0.00350751491935841,0.00230675902994859,0.00229082986581397
1931.33333333333,0,0.00491981259414942,0,0,0,0.0126715617145086,0.005348669178868,0.00252271973609663,0.00343436189789426,0.00202991266096397,0.00223572839948827
1931.41666666667,0,0.00473283880913078,0,0,0,0.0151406449941647,0.00567236169998386,0.00250626608449145,0.00333661520510597,0.00189958655267475,0.00216302507969302
1931.5,0,0.00554515450825122,0.000797323848639619,0.00065734193923328,0.00065734193923328,0.0123162382631874,0.00117306371676817,0.00253925407833466,0.00290728921331906,0.00182973954687238,0.00187893504781578
1931.58333333333,0.000359528299999967,0.00351279475729549,0.00288189222224333,0.00185502872403576,0.00185502872403576,0.0122532292312179,0.00695595891120782,0.00262955330358094,0.00305047283278448,0.00179246381281062,0.00196700818868956
1931.66666666667,0.00168335316000001,0.00794408950892955,0.00360768941603506,0.00231383631201787,0.00231383631201787,0.0170826017093146,0.00949181205205085,0.00355276112520486,0.00355276112520486,0.00209980375896746,0.00228271298922955
1931.75,0.00186527463999997,0.00968663219527599,0.00373614662610922,0.0023847539560089,0.0023847539560089,0.0208420390201429,0.0117963015285512,0.00443410136692357,0.00443410136692357,0.00258899370127719,0.00284199015103803
1931.83333333333,0.00167221400000006,0.0106519490522763,0.00252794343428708,0.00161077802800447,0.00161077802800447,0.0177762689407559,0.0110748591484688,0.00436464322138908,0.00436464322138908,0.00266522322089413,0.00279802156812314
1931.91666666667,0.00141028317999992,0.0112009464185474,0.00203911693732817,0.00129853816400216,0.00129853816400216,0.0168976061981985,0.010008487081302,0.00408442130228037,0.00432727985485593,0.00256927139462582,0.00277436197837422
